epoch,step,train_loss_epoch,train_loss_step
0,9,,0.25426822900772095
0,19,,0.2136957198381424
0,29,,0.24092331528663635
0,39,,0.25045979022979736
0,49,,0.2511488199234009
0,59,,0.22764743864536285
0,69,,0.24182410538196564
0,79,,0.22970925271511078
0,89,,0.18775711953639984
0,99,,0.22433966398239136
0,109,,0.24543672800064087
0,119,,0.22307929396629333
0,129,,0.22397616505622864
0,139,,0.2490796595811844
0,149,,0.22476422786712646
0,159,,0.2313593477010727
0,169,,0.25240558385849
0,179,,0.21649503707885742
0,189,,0.23561489582061768
0,199,,0.22546659409999847
0,209,,0.2498244345188141
0,219,,0.2413931041955948
0,229,,0.2184566855430603
0,239,,0.24549847841262817
0,249,,0.2564772367477417
0,259,,0.20332752168178558
0,269,,0.24909429252147675
0,279,,0.23795394599437714
0,289,,0.23606786131858826
0,299,,0.24425949156284332
0,309,,0.25557106733322144
0,319,,0.23665885627269745
0,329,,0.2521287500858307
0,339,,0.2242199331521988
0,349,,0.2307857871055603
0,359,,0.2252482920885086
0,369,,0.24780279397964478
0,379,,0.23806147277355194
0,389,,0.23237070441246033
0,399,,0.25575366616249084
0,409,,0.23092029988765717
0,419,,0.23379214107990265
0,429,,0.19401724636554718
0,439,,0.21653109788894653
0,449,,0.21077397465705872
0,459,,0.2526160180568695
0,469,,0.20390735566616058
0,479,,0.23811420798301697
0,489,,0.24520200490951538
0,499,,0.23139788210391998
0,509,,0.209503173828125
0,519,,0.23834015429019928
0,529,,0.25525227189064026
0,539,,0.2618609666824341
0,549,,0.224994957447052
0,559,,0.2424854040145874
0,569,,0.23353689908981323
0,579,,0.20454254746437073
0,589,,0.2499682456254959
0,599,,0.22877714037895203
0,609,,0.21536093950271606
0,619,,0.20757482945919037
0,629,,0.22274258732795715
0,629,0.23049207031726837,
1,639,,0.23683784902095795
1,649,,0.2539573311805725
1,659,,0.23217624425888062
1,669,,0.23285093903541565
1,679,,0.2332022786140442
1,689,,0.21978320181369781
1,699,,0.21145598590373993
1,709,,0.24383795261383057
1,719,,0.23365259170532227
1,729,,0.23862385749816895
1,739,,0.2366083711385727
1,749,,0.18954801559448242
1,759,,0.243637353181839
1,769,,0.2417760193347931
1,779,,0.23634690046310425
1,789,,0.25027209520339966
1,799,,0.22377058863639832
1,809,,0.225785493850708
1,819,,0.23982961475849152
1,829,,0.20949219167232513
1,839,,0.23573428392410278
1,849,,0.22128434479236603
1,859,,0.22042714059352875
1,869,,0.22121061384677887
1,879,,0.24488092958927155
1,889,,0.22150209546089172
1,899,,0.22807694971561432
1,909,,0.24734216928482056
1,919,,0.22939299046993256
1,929,,0.2273631989955902
1,939,,0.24691393971443176
1,949,,0.20336629450321198
1,959,,0.23247969150543213
1,969,,0.23188021779060364
1,979,,0.23551000654697418
1,989,,0.2305346578359604
1,999,,0.22911421954631805
1,1009,,0.20712803304195404
1,1019,,0.21585553884506226
1,1029,,0.23156453669071198
1,1039,,0.23525559902191162
1,1049,,0.24447904527187347
1,1059,,0.2241678386926651
1,1069,,0.24465450644493103
1,1079,,0.23736591637134552
1,1089,,0.21850141882896423
1,1099,,0.2243783175945282
1,1109,,0.2436181753873825
1,1119,,0.2273780107498169
1,1129,,0.1941521316766739
1,1139,,0.23636652529239655
1,1149,,0.24537073075771332
1,1159,,0.22967734932899475
1,1169,,0.24523483216762543
1,1179,,0.24502938985824585
1,1189,,0.22700415551662445
1,1199,,0.2340264767408371
1,1209,,0.20353807508945465
1,1219,,0.22459153831005096
1,1229,,0.24816299974918365
1,1239,,0.20358817279338837
1,1249,,0.19478686153888702
1,1259,,0.24102601408958435
1,1259,0.22788599133491516,
2,1269,,0.25591111183166504
2,1279,,0.2179425060749054
2,1289,,0.21386268734931946
2,1299,,0.23803548514842987
2,1309,,0.2088315188884735
2,1319,,0.24595202505588531
2,1329,,0.2541119456291199
2,1339,,0.20140689611434937
2,1349,,0.24639159440994263
2,1359,,0.24489213526248932
2,1369,,0.22975215315818787
2,1379,,0.2341955453157425
2,1389,,0.24205520749092102
2,1399,,0.20824427902698517
2,1409,,0.2344387024641037
2,1419,,0.21959087252616882
2,1429,,0.23315444588661194
2,1439,,0.24202480912208557
2,1449,,0.21508073806762695
2,1459,,0.23741208016872406
2,1469,,0.253591388463974
2,1479,,0.232675239443779
2,1489,,0.2178422212600708
2,1499,,0.22374337911605835
2,1509,,0.22589948773384094
2,1519,,0.1889152228832245
2,1529,,0.21875101327896118
2,1539,,0.21749351918697357
2,1549,,0.23117171227931976
2,1559,,0.2500455975532532
2,1569,,0.23936600983142853
2,1579,,0.21747834980487823
2,1589,,0.23950734734535217
2,1599,,0.23663212358951569
2,1609,,0.23868156969547272
2,1619,,0.2527427077293396
2,1629,,0.2312009483575821
2,1639,,0.23004120588302612
2,1649,,0.22653357684612274
2,1659,,0.23882099986076355
2,1669,,0.24239382147789001
2,1679,,0.24729114770889282
2,1689,,0.2455195039510727
2,1699,,0.24188648164272308
2,1709,,0.22056294977664948
2,1719,,0.24128130078315735
2,1729,,0.236050084233284
2,1739,,0.2560608983039856
2,1749,,0.22820377349853516
2,1759,,0.2306160181760788
2,1769,,0.2290078103542328
2,1779,,0.20780521631240845
2,1789,,0.21081945300102234
2,1799,,0.2243487536907196
2,1809,,0.24286499619483948
2,1819,,0.238134503364563
2,1829,,0.2165783941745758
